case_id,damage_type,element_id,severity_pct,member_type,zone,n_elements_total,detection_ok,n_false_positives
D_1010,Denting,113,10,Brace,splash,120,True,0
D_1011,Denting,113,15,Brace,splash,120,True,0
D_1012,Denting,113,20,Brace,splash,120,True,0
D_1013,Denting,113,25,Brace,splash,120,True,0
D_1014,Denting,113,30,Brace,splash,120,True,0
D_1015,Denting,113,35,Brace,splash,120,True,0
D_1016,Denting,113,40,Brace,splash,120,True,0
D_1017,Denting,113,45,Brace,splash,120,True,0
D_1018,Denting,114,5,Brace,splash,120,True,1
D_1019,Denting,114,10,Brace,splash,120,True,1
D_1020,Denting,114,15,Brace,splash,120,True,1
D_1021,Denting,114,20,Brace,splash,120,True,1
D_1022,Denting,114,25,Brace,splash,120,True,1
D_1023,Denting,114,30,Brace,splash,120,True,1
D_1024,Denting,114,35,Brace,splash,120,True,1
D_1025,Denting,114,40,Brace,splash,120,True,1
D_1026,Denting,114,45,Brace,splash,120,True,1
D_1027,Denting,115,5,Brace,splash,120,True,1
D_1028,Denting,115,10,Brace,splash,120,True,1
D_1029,Denting,115,15,Brace,splash,120,True,1
D_1030,Denting,115,20,Brace,splash,120,True,1
D_1031,Denting,115,25,Brace,splash,120,True,1
D_1032,Denting,115,30,Brace,splash,120,True,1
D_1033,Denting,115,35,Brace,splash,120,True,1
D_1034,Denting,115,40,Brace,splash,120,True,1
D_1035,Denting,115,45,Brace,splash,120,True,1
D_1036,Denting,116,5,Brace,splash,120,True,1
D_1037,Denting,116,10,Brace,splash,120,True,1
D_1038,Denting,116,15,Brace,splash,120,True,1
D_1039,Denting,116,20,Brace,splash,120,True,1
D_1040,Denting,116,25,Brace,splash,120,True,1
D_1041,Denting,116,30,Brace,splash,120,True,1
D_1042,Denting,116,35,Brace,splash,120,True,1
D_1043,Denting,116,40,Brace,splash,120,True,1
D_1044,Denting,116,45,Brace,splash,120,True,1
D_1045,Denting,117,5,Beam,splash,120,False,10
D_1046,Denting,117,10,Beam,splash,120,False,11
D_1047,Denting,117,15,Beam,splash,120,False,13
D_1048,Denting,117,20,Beam,splash,120,False,15
D_1049,Denting,117,25,Beam,splash,120,False,19
D_1050,Denting,117,30,Beam,splash,120,False,17
D_1051,Denting,117,35,Beam,splash,120,False,20
D_1052,Denting,117,40,Beam,splash,120,False,24
D_1053,Denting,117,45,Beam,splash,120,False,16
D_1054,Denting,118,5,Beam,splash,120,False,9
D_1055,Denting,118,10,Beam,splash,120,False,12
D_1056,Denting,118,15,Beam,splash,120,False,7
D_1057,Denting,118,20,Beam,splash,120,False,14
D_1058,Denting,118,25,Beam,splash,120,False,16
D_1059,Denting,118,30,Beam,splash,120,False,21
D_1060,Denting,118,35,Beam,splash,120,False,19
D_1061,Denting,118,40,Beam,splash,120,False,24
D_1062,Denting,118,45,Beam,splash,120,False,24
D_1063,Denting,119,5,Beam,splash,120,False,5
D_1064,Denting,119,10,Beam,splash,120,False,8
D_1065,Denting,119,15,Beam,splash,120,False,11
D_1066,Denting,119,20,Beam,splash,120,False,16
D_1067,Denting,119,25,Beam,splash,120,False,23
D_1068,Denting,119,30,Beam,splash,120,False,25
D_1069,Denting,119,35,Beam,splash,120,False,16
D_1070,Denting,119,40,Beam,splash,120,False,27
D_1071,Denting,119,45,Beam,splash,120,False,19
D_1072,Denting,120,5,Beam,splash,120,False,13
D_1073,Denting,120,10,Beam,splash,120,False,13
D_1074,Denting,120,15,Beam,splash,120,False,11
D_1075,Denting,120,20,Beam,splash,120,False,13
D_1076,Denting,120,25,Beam,splash,120,False,13
D_1077,Denting,120,30,Beam,splash,120,False,13
D_1078,Denting,120,35,Beam,splash,120,False,13
D_1079,Denting,120,40,Beam,splash,120,False,13
D_1080,Denting,120,45,Beam,splash,120,False,14
C_0001,Corrosion,1,5,Inclined_leg,mudline,120,True,1
C_0002,Corrosion,1,10,Inclined_leg,mudline,120,True,1
C_0003,Corrosion,1,15,Inclined_leg,mudline,120,True,1
C_0004,Corrosion,1,20,Inclined_leg,mudline,120,True,1
C_0005,Corrosion,1,25,Inclined_leg,mudline,120,True,1
C_0006,Corrosion,1,30,Inclined_leg,mudline,120,True,1
C_0007,Corrosion,1,35,Inclined_leg,mudline,120,True,1
C_0008,Corrosion,1,40,Inclined_leg,mudline,120,True,1
C_0009,Corrosion,1,45,Inclined_leg,mudline,120,True,1
C_0010,Corrosion,1,50,Inclined_leg,mudline,120,True,1
C_0011,Corrosion,1,55,Inclined_leg,mudline,120,True,1
C_0012,Corrosion,1,60,Inclined_leg,mudline,120,True,1
C_0013,Corrosion,1,65,Inclined_leg,mudline,120,True,1
C_0014,Corrosion,1,70,Inclined_leg,mudline,120,True,1
C_0015,Corrosion,1,75,Inclined_leg,mudline,120,True,1
C_0016,Corrosion,1,80,Inclined_leg,mudline,120,True,1
C_0017,Corrosion,1,85,Inclined_leg,mudline,120,True,1
C_0018,Corrosion,1,90,Inclined_leg,mudline,120,True,1
C_0019,Corrosion,2,5,Brace,mudline,120,True,0
C_0020,Corrosion,2,10,Brace,mudline,120,True,0
C_0021,Corrosion,2,15,Brace,mudline,120,True,0
C_0022,Corrosion,2,20,Brace,mudline,120,True,0
C_0023,Corrosion,2,25,Brace,mudline,120,True,0
C_0024,Corrosion,2,30,Brace,mudline,120,True,0
C_0025,Corrosion,2,35,Brace,mudline,120,True,0
C_0026,Corrosion,2,40,Brace,mudline,120,True,0
C_0027,Corrosion,2,45,Brace,mudline,120,True,0
C_0028,Corrosion,2,50,Brace,mudline,120,True,0
C_0029,Corrosion,2,55,Brace,mudline,120,True,0
C_0030,Corrosion,2,60,Brace,mudline,120,True,0
C_0031,Corrosion,2,65,Brace,mudline,120,True,0
C_0032,Corrosion,2,70,Brace,mudline,120,True,0
C_0033,Corrosion,2,75,Brace,mudline,120,True,0
C_0034,Corrosion,2,80,Brace,mudline,120,True,0
C_0035,Corrosion,2,85,Brace,mudline,120,True,0
C_0036,Corrosion,2,90,Brace,mudline,120,True,0
C_0037,Corrosion,3,5,Brace,mudline,120,True,2
C_0038,Corrosion,3,10,Brace,mudline,120,True,2
C_0039,Corrosion,3,15,Brace,mudline,120,True,2
C_0040,Corrosion,3,20,Brace,mudline,120,True,2
C_0041,Corrosion,3,25,Brace,mudline,120,True,2
C_0042,Corrosion,3,30,Brace,mudline,120,True,2
C_0043,Corrosion,3,35,Brace,mudline,120,True,2
C_0044,Corrosion,3,40,Brace,mudline,120,True,2
C_0045,Corrosion,3,45,Brace,mudline,120,True,2
C_0046,Corrosion,3,50,Brace,mudline,120,True,2
C_0047,Corrosion,3,55,Brace,mudline,120,True,2
C_0048,Corrosion,3,60,Brace,mudline,120,True,2
C_0049,Corrosion,3,65,Brace,mudline,120,True,2
C_0050,Corrosion,3,70,Brace,mudline,120,True,2
C_0051,Corrosion,3,75,Brace,mudline,120,True,2
C_0052,Corrosion,3,80,Brace,mudline,120,True,2
C_0053,Corrosion,3,85,Brace,mudline,120,True,2
C_0054,Corrosion,3,90,Brace,mudline,120,True,2
C_0055,Corrosion,4,5,Brace,mudline,120,True,1
C_0056,Corrosion,4,10,Brace,mudline,120,True,1
C_0057,Corrosion,4,15,Brace,mudline,120,True,1
C_0058,Corrosion,4,20,Brace,mudline,120,True,1
C_0059,Corrosion,4,25,Brace,mudline,120,True,1
C_0060,Corrosion,4,30,Brace,mudline,120,True,1
C_0061,Corrosion,4,35,Brace,mudline,120,True,1
C_0062,Corrosion,4,40,Brace,mudline,120,True,1
C_0063,Corrosion,4,45,Brace,mudline,120,True,1
C_0064,Corrosion,4,50,Brace,mudline,120,True,1
C_0065,Corrosion,4,55,Brace,mudline,120,True,1
C_0066,Corrosion,4,60,Brace,mudline,120,True,1
C_0067,Corrosion,4,65,Brace,mudline,120,True,1
C_0068,Corrosion,4,70,Brace,mudline,120,True,1
C_0069,Corrosion,4,75,Brace,mudline,120,True,1
C_0070,Corrosion,4,80,Brace,mudline,120,True,1
C_0071,Corrosion,4,85,Brace,mudline,120,True,1
C_0072,Corrosion,4,90,Brace,mudline,120,True,1
C_0073,Corrosion,5,5,Brace,mudline,120,True,1
C_0074,Corrosion,5,10,Brace,mudline,120,True,1
C_0075,Corrosion,5,15,Brace,mudline,120,True,1
C_0076,Corrosion,5,20,Brace,mudline,120,True,1
C_0077,Corrosion,5,25,Brace,mudline,120,True,1
C_0078,Corrosion,5,30,Brace,mudline,120,True,1
C_0079,Corrosion,5,35,Brace,mudline,120,True,1
C_0080,Corrosion,5,40,Brace,mudline,120,True,1
C_0081,Corrosion,5,45,Brace,mudline,120,True,1
C_0082,Corrosion,5,50,Brace,mudline,120,True,1
C_0083,Corrosion,5,55,Brace,mudline,120,True,1
C_0084,Corrosion,5,60,Brace,mudline,120,True,1
C_0085,Corrosion,5,65,Brace,mudline,120,True,1
C_0086,Corrosion,5,70,Brace,mudline,120,True,1
C_0087,Corrosion,5,75,Brace,mudline,120,True,1
C_0088,Corrosion,5,80,Brace,mudline,120,True,1
C_0089,Corrosion,5,85,Brace,mudline,120,True,1
C_0090,Corrosion,5,90,Brace,mudline,120,True,1
C_0091,Corrosion,6,5,Inclined_leg,mudline,120,True,1
C_0092,Corrosion,6,10,Inclined_leg,mudline,120,True,1
C_0093,Corrosion,6,15,Inclined_leg,mudline,120,True,1
C_0094,Corrosion,6,20,Inclined_leg,mudline,120,True,1
C_0095,Corrosion,6,25,Inclined_leg,mudline,120,True,1
C_0096,Corrosion,6,30,Inclined_leg,mudline,120,True,1
C_0097,Corrosion,6,35,Inclined_leg,mudline,120,True,1
C_0098,Corrosion,6,40,Inclined_leg,mudline,120,True,1
C_0099,Corrosion,6,45,Inclined_leg,mudline,120,True,1
C_0100,Corrosion,6,50,Inclined_leg,mudline,120,True,1
C_0101,Corrosion,6,55,Inclined_leg,mudline,120,True,1
C_0102,Corrosion,6,60,Inclined_leg,mudline,120,True,1
C_0103,Corrosion,6,65,Inclined_leg,mudline,120,True,1
C_0104,Corrosion,6,70,Inclined_leg,mudline,120,True,1
C_0105,Corrosion,6,75,Inclined_leg,mudline,120,True,1
C_0106,Corrosion,6,80,Inclined_leg,mudline,120,True,1
C_0107,Corrosion,6,85,Inclined_leg,mudline,120,True,1
C_0108,Corrosion,6,90,Inclined_leg,mudline,120,True,1
C_0109,Corrosion,7,5,Brace,mudline,120,True,0
C_0110,Corrosion,7,10,Brace,mudline,120,True,0
C_0111,Corrosion,7,15,Brace,mudline,120,True,0
C_0112,Corrosion,7,20,Brace,mudline,120,True,0
C_0113,Corrosion,7,25,Brace,mudline,120,True,0
C_0114,Corrosion,7,30,Brace,mudline,120,True,0
C_0115,Corrosion,7,35,Brace,mudline,120,True,0
C_0116,Corrosion,7,40,Brace,mudline,120,True,0
C_0117,Corrosion,7,45,Brace,mudline,120,True,0
C_0118,Corrosion,7,50,Brace,mudline,120,True,0
C_0119,Corrosion,7,55,Brace,mudline,120,True,0
C_0120,Corrosion,7,60,Brace,mudline,120,True,0
C_0121,Corrosion,7,65,Brace,mudline,120,True,0
C_0122,Corrosion,7,70,Brace,mudline,120,True,0
C_0123,Corrosion,7,75,Brace,mudline,120,True,0
C_0124,Corrosion,7,80,Brace,mudline,120,True,0
C_0125,Corrosion,7,85,Brace,mudline,120,True,0
C_0126,Corrosion,7,90,Brace,mudline,120,True,0
C_0127,Corrosion,8,5,Brace,mudline,120,True,2
C_0128,Corrosion,8,10,Brace,mudline,120,True,2
C_0129,Corrosion,8,15,Brace,mudline,120,True,2
C_0130,Corrosion,8,20,Brace,mudline,120,True,2
C_0131,Corrosion,8,25,Brace,mudline,120,True,2
C_0132,Corrosion,8,30,Brace,mudline,120,True,2
C_0133,Corrosion,8,35,Brace,mudline,120,True,2
C_0134,Corrosion,8,40,Brace,mudline,120,True,2
C_0135,Corrosion,8,45,Brace,mudline,120,True,2
C_0136,Corrosion,8,50,Brace,mudline,120,True,2
C_0137,Corrosion,8,55,Brace,mudline,120,True,2
C_0138,Corrosion,8,60,Brace,mudline,120,True,2
C_0139,Corrosion,8,65,Brace,mudline,120,True,2
C_0140,Corrosion,8,70,Brace,mudline,120,True,2
C_0141,Corrosion,8,75,Brace,mudline,120,True,2
C_0142,Corrosion,8,80,Brace,mudline,120,True,2
C_0143,Corrosion,8,85,Brace,mudline,120,True,2
C_0144,Corrosion,8,90,Brace,mudline,120,True,2
C_0145,Corrosion,9,5,Brace,mudline,120,True,1
C_0146,Corrosion,9,10,Brace,mudline,120,True,1
C_0147,Corrosion,9,15,Brace,mudline,120,True,1
C_0148,Corrosion,9,20,Brace,mudline,120,True,1
C_0149,Corrosion,9,25,Brace,mudline,120,True,1
C_0150,Corrosion,9,30,Brace,mudline,120,True,1
C_0151,Corrosion,9,35,Brace,mudline,120,True,1
C_0152,Corrosion,9,40,Brace,mudline,120,True,1
C_0153,Corrosion,9,45,Brace,mudline,120,True,1
C_0154,Corrosion,9,50,Brace,mudline,120,True,1
C_0155,Corrosion,9,55,Brace,mudline,120,True,1
C_0156,Corrosion,9,60,Brace,mudline,120,True,1
C_0157,Corrosion,9,65,Brace,mudline,120,True,1
C_0158,Corrosion,9,70,Brace,mudline,120,True,1
C_0159,Corrosion,9,75,Brace,mudline,120,True,1
C_0160,Corrosion,9,80,Brace,mudline,120,True,1
C_0161,Corrosion,9,85,Brace,mudline,120,True,1
C_0162,Corrosion,9,90,Brace,mudline,120,True,1
C_0163,Corrosion,10,5,Brace,mudline,120,True,2
C_0164,Corrosion,10,10,Brace,mudline,120,True,2
C_0165,Corrosion,10,15,Brace,mudline,120,True,2
C_0166,Corrosion,10,20,Brace,mudline,120,True,2
C_0167,Corrosion,10,25,Brace,mudline,120,True,2
C_0168,Corrosion,10,30,Brace,mudline,120,True,2
C_0169,Corrosion,10,35,Brace,mudline,120,True,2
C_0170,Corrosion,10,40,Brace,mudline,120,True,2
C_0171,Corrosion,10,45,Brace,mudline,120,True,1
C_0172,Corrosion,10,50,Brace,mudline,120,True,1
C_0173,Corrosion,10,55,Brace,mudline,120,True,1
C_0174,Corrosion,10,60,Brace,mudline,120,True,1
C_0175,Corrosion,10,65,Brace,mudline,120,True,1
C_0176,Corrosion,10,70,Brace,mudline,120,True,1
C_0177,Corrosion,10,75,Brace,mudline,120,True,1
C_0178,Corrosion,10,80,Brace,mudline,120,True,1
C_0179,Corrosion,10,85,Brace,mudline,120,True,1
C_0180,Corrosion,10,90,Brace,mudline,120,True,1
C_0181,Corrosion,11,5,Inclined_leg,mudline,120,True,1
C_0182,Corrosion,11,10,Inclined_leg,mudline,120,True,1
C_0183,Corrosion,11,15,Inclined_leg,mudline,120,True,1
C_0184,Corrosion,11,20,Inclined_leg,mudline,120,True,1
C_0185,Corrosion,11,25,Inclined_leg,mudline,120,True,1
C_0186,Corrosion,11,30,Inclined_leg,mudline,120,True,1
C_0187,Corrosion,11,35,Inclined_leg,mudline,120,True,1
C_0188,Corrosion,11,40,Inclined_leg,mudline,120,True,1
C_0189,Corrosion,11,45,Inclined_leg,mudline,120,True,1
C_0190,Corrosion,11,50,Inclined_leg,mudline,120,True,1
C_0191,Corrosion,11,55,Inclined_leg,mudline,120,True,1
C_0192,Corrosion,11,60,Inclined_leg,mudline,120,True,1
C_0193,Corrosion,11,65,Inclined_leg,mudline,120,True,1
C_0194,Corrosion,11,70,Inclined_leg,mudline,120,True,1
C_0195,Corrosion,11,75,Inclined_leg,mudline,120,True,1
C_0196,Corrosion,11,80,Inclined_leg,mudline,120,True,1
C_0197,Corrosion,11,85,Inclined_leg,mudline,120,True,1
C_0198,Corrosion,11,90,Inclined_leg,mudline,120,True,1
C_0199,Corrosion,12,5,Brace,mudline,120,True,0
C_0200,Corrosion,12,10,Brace,mudline,120,True,0
C_0201,Corrosion,12,15,Brace,mudline,120,True,0
C_0202,Corrosion,12,20,Brace,mudline,120,True,0
C_0203,Corrosion,12,25,Brace,mudline,120,True,0
C_0204,Corrosion,12,30,Brace,mudline,120,True,0
C_0205,Corrosion,12,35,Brace,mudline,120,True,0
C_0206,Corrosion,12,40,Brace,mudline,120,True,0
C_0207,Corrosion,12,45,Brace,mudline,120,True,0
C_0208,Corrosion,12,50,Brace,mudline,120,True,0
C_0209,Corrosion,12,55,Brace,mudline,120,True,0
C_0210,Corrosion,12,60,Brace,mudline,120,True,0
C_0211,Corrosion,12,65,Brace,mudline,120,True,0
C_0212,Corrosion,12,70,Brace,mudline,120,True,0
C_0213,Corrosion,12,75,Brace,mudline,120,True,0
C_0214,Corrosion,12,80,Brace,mudline,120,True,0
C_0215,Corrosion,12,85,Brace,mudline,120,True,0
C_0216,Corrosion,12,90,Brace,mudline,120,True,0
C_0217,Corrosion,13,5,Brace,mudline,120,True,2
C_0218,Corrosion,13,10,Brace,mudline,120,True,2
C_0219,Corrosion,13,15,Brace,mudline,120,True,2
C_0220,Corrosion,13,20,Brace,mudline,120,True,2
C_0221,Corrosion,13,25,Brace,mudline,120,True,2
C_0222,Corrosion,13,30,Brace,mudline,120,True,2
C_0223,Corrosion,13,35,Brace,mudline,120,True,3
C_0224,Corrosion,13,40,Brace,mudline,120,True,3
C_0225,Corrosion,13,45,Brace,mudline,120,True,3
C_0226,Corrosion,13,50,Brace,mudline,120,True,3
C_0227,Corrosion,13,55,Brace,mudline,120,True,2
C_0228,Corrosion,13,60,Brace,mudline,120,True,2
C_0229,Corrosion,13,65,Brace,mudline,120,True,2
C_0230,Corrosion,13,70,Brace,mudline,120,True,2
C_0231,Corrosion,13,75,Brace,mudline,120,True,2
C_0232,Corrosion,13,80,Brace,mudline,120,True,2
C_0233,Corrosion,13,85,Brace,mudline,120,True,2
C_0234,Corrosion,13,90,Brace,mudline,120,True,2
C_0235,Corrosion,14,5,Brace,mudline,120,True,2
C_0236,Corrosion,14,10,Brace,mudline,120,True,2
C_0237,Corrosion,14,15,Brace,mudline,120,True,1
C_0238,Corrosion,14,20,Brace,mudline,120,True,1
C_0239,Corrosion,14,25,Brace,mudline,120,True,1
C_0240,Corrosion,14,30,Brace,mudline,120,True,1
C_0241,Corrosion,14,35,Brace,mudline,120,True,1
C_0242,Corrosion,14,40,Brace,mudline,120,True,1
C_0243,Corrosion,14,45,Brace,mudline,120,True,1
C_0244,Corrosion,14,50,Brace,mudline,120,True,1
C_0245,Corrosion,14,55,Brace,mudline,120,True,1
C_0246,Corrosion,14,60,Brace,mudline,120,True,1
C_0247,Corrosion,14,65,Brace,mudline,120,True,1
C_0248,Corrosion,14,70,Brace,mudline,120,True,1
C_0249,Corrosion,14,75,Brace,mudline,120,True,1
C_0250,Corrosion,14,80,Brace,mudline,120,True,1
C_0251,Corrosion,14,85,Brace,mudline,120,True,1
C_0252,Corrosion,14,90,Brace,mudline,120,True,1
C_0253,Corrosion,15,5,Brace,mudline,120,True,2
C_0254,Corrosion,15,10,Brace,mudline,120,True,2
C_0255,Corrosion,15,15,Brace,mudline,120,True,2
C_0256,Corrosion,15,20,Brace,mudline,120,True,2
C_0257,Corrosion,15,25,Brace,mudline,120,True,2
C_0258,Corrosion,15,30,Brace,mudline,120,True,2
C_0259,Corrosion,15,35,Brace,mudline,120,True,2
C_0260,Corrosion,15,40,Brace,mudline,120,True,2
C_0261,Corrosion,15,45,Brace,mudline,120,True,2
C_0262,Corrosion,15,50,Brace,mudline,120,True,2
C_0263,Corrosion,15,55,Brace,mudline,120,True,2
C_0264,Corrosion,15,60,Brace,mudline,120,True,2
C_0265,Corrosion,15,65,Brace,mudline,120,True,2
C_0266,Corrosion,15,70,Brace,mudline,120,True,1
C_0267,Corrosion,15,75,Brace,mudline,120,True,1
C_0268,Corrosion,15,80,Brace,mudline,120,True,1
C_0269,Corrosion,15,85,Brace,mudline,120,True,1
C_0270,Corrosion,15,90,Brace,mudline,120,True,1
C_0271,Corrosion,16,5,Inclined_leg,mudline,120,True,1
C_0272,Corrosion,16,10,Inclined_leg,mudline,120,True,1
C_0273,Corrosion,16,15,Inclined_leg,mudline,120,True,1
C_0274,Corrosion,16,20,Inclined_leg,mudline,120,True,1
C_0275,Corrosion,16,25,Inclined_leg,mudline,120,True,1
C_0276,Corrosion,16,30,Inclined_leg,mudline,120,True,1
C_0277,Corrosion,16,35,Inclined_leg,mudline,120,True,1
C_0278,Corrosion,16,40,Inclined_leg,mudline,120,True,1
C_0279,Corrosion,16,45,Inclined_leg,mudline,120,True,1
C_0280,Corrosion,16,50,Inclined_leg,mudline,120,True,1
C_0281,Corrosion,16,55,Inclined_leg,mudline,120,True,1
C_0282,Corrosion,16,60,Inclined_leg,mudline,120,True,1
C_0283,Corrosion,16,65,Inclined_leg,mudline,120,True,1
C_0284,Corrosion,16,70,Inclined_leg,mudline,120,True,1
C_0285,Corrosion,16,75,Inclined_leg,mudline,120,True,1
C_0286,Corrosion,16,80,Inclined_leg,mudline,120,True,1
C_0287,Corrosion,16,85,Inclined_leg,mudline,120,True,1
C_0288,Corrosion,16,90,Inclined_leg,mudline,120,True,1
C_0289,Corrosion,17,5,Brace,mudline,120,True,0
C_0290,Corrosion,17,10,Brace,mudline,120,True,0
C_0291,Corrosion,17,15,Brace,mudline,120,True,0
C_0292,Corrosion,17,20,Brace,mudline,120,True,0
C_0293,Corrosion,17,25,Brace,mudline,120,True,0
C_0294,Corrosion,17,30,Brace,mudline,120,True,0
C_0295,Corrosion,17,35,Brace,mudline,120,True,0
C_0296,Corrosion,17,40,Brace,mudline,120,True,0
C_0297,Corrosion,17,45,Brace,mudline,120,True,0
C_0298,Corrosion,17,50,Brace,mudline,120,True,0
C_0299,Corrosion,17,55,Brace,mudline,120,True,0
C_0300,Corrosion,17,60,Brace,mudline,120,True,0
C_0301,Corrosion,17,65,Brace,mudline,120,True,0
C_0302,Corrosion,17,70,Brace,mudline,120,True,0
C_0303,Corrosion,17,75,Brace,mudline,120,True,0
C_0304,Corrosion,17,80,Brace,mudline,120,True,0
C_0305,Corrosion,17,85,Brace,mudline,120,True,0
C_0306,Corrosion,17,90,Brace,mudline,120,True,0
C_0307,Corrosion,18,5,Brace,mudline,120,True,2
C_0308,Corrosion,18,10,Brace,mudline,120,True,2
C_0309,Corrosion,18,15,Brace,mudline,120,True,2
C_0310,Corrosion,18,20,Brace,mudline,120,True,2
C_0311,Corrosion,18,25,Brace,mudline,120,True,2
C_0312,Corrosion,18,30,Brace,mudline,120,True,2
C_0313,Corrosion,18,35,Brace,mudline,120,True,2
C_0314,Corrosion,18,40,Brace,mudline,120,True,2
C_0315,Corrosion,18,45,Brace,mudline,120,True,2
C_0316,Corrosion,18,50,Brace,mudline,120,True,2
C_0317,Corrosion,18,55,Brace,mudline,120,True,2
C_0318,Corrosion,18,60,Brace,mudline,120,True,2
C_0319,Corrosion,18,65,Brace,mudline,120,True,2
C_0320,Corrosion,18,70,Brace,mudline,120,True,2
C_0321,Corrosion,18,75,Brace,mudline,120,True,2
C_0322,Corrosion,18,80,Brace,mudline,120,True,2
C_0323,Corrosion,18,85,Brace,mudline,120,True,2
C_0324,Corrosion,18,90,Brace,mudline,120,True,2
C_0325,Corrosion,19,5,Brace,mudline,120,True,1
C_0326,Corrosion,19,10,Brace,mudline,120,True,1
C_0327,Corrosion,19,15,Brace,mudline,120,True,1
C_0328,Corrosion,19,20,Brace,mudline,120,True,1
C_0329,Corrosion,19,25,Brace,mudline,120,True,1
C_0330,Corrosion,19,30,Brace,mudline,120,True,1
C_0331,Corrosion,19,35,Brace,mudline,120,True,1
C_0332,Corrosion,19,40,Brace,mudline,120,True,1
C_0333,Corrosion,19,45,Brace,mudline,120,True,1
C_0334,Corrosion,19,50,Brace,mudline,120,True,1
C_0335,Corrosion,19,55,Brace,mudline,120,True,1
C_0336,Corrosion,19,60,Brace,mudline,120,True,1
C_0337,Corrosion,19,65,Brace,mudline,120,True,1
C_0338,Corrosion,19,70,Brace,mudline,120,True,1
C_0339,Corrosion,19,75,Brace,mudline,120,True,1
C_0340,Corrosion,19,80,Brace,mudline,120,True,1
C_0341,Corrosion,19,85,Brace,mudline,120,True,1
C_0342,Corrosion,19,90,Brace,mudline,120,True,1
C_0343,Corrosion,20,5,Brace,mudline,120,True,1
C_0344,Corrosion,20,10,Brace,mudline,120,True,1
C_0345,Corrosion,20,15,Brace,mudline,120,True,1
C_0346,Corrosion,20,20,Brace,mudline,120,True,1
C_0347,Corrosion,20,25,Brace,mudline,120,True,1
C_0348,Corrosion,20,30,Brace,mudline,120,True,1
C_0349,Corrosion,20,35,Brace,mudline,120,True,1
C_0350,Corrosion,20,40,Brace,mudline,120,True,1
C_0351,Corrosion,20,45,Brace,mudline,120,True,1
C_0352,Corrosion,20,50,Brace,mudline,120,True,1
C_0353,Corrosion,20,55,Brace,mudline,120,True,1
C_0354,Corrosion,20,60,Brace,mudline,120,True,1
C_0355,Corrosion,20,65,Brace,mudline,120,True,1
C_0356,Corrosion,20,70,Brace,mudline,120,True,1
C_0357,Corrosion,20,75,Brace,mudline,120,True,1
C_0358,Corrosion,20,80,Brace,mudline,120,True,1
C_0359,Corrosion,20,85,Brace,mudline,120,True,1
C_0360,Corrosion,20,90,Brace,mudline,120,True,1
C_0361,Corrosion,21,5,Beam,mudline,120,False,0
C_0362,Corrosion,21,10,Beam,mudline,120,False,0
C_0363,Corrosion,21,15,Beam,mudline,120,False,0
C_0364,Corrosion,21,20,Beam,mudline,120,False,0
C_0365,Corrosion,21,25,Beam,mudline,120,False,0
C_0366,Corrosion,21,30,Beam,mudline,120,False,0
C_0367,Corrosion,21,35,Beam,mudline,120,False,0
C_0368,Corrosion,21,40,Beam,mudline,120,False,0
C_0369,Corrosion,21,45,Beam,mudline,120,False,0
C_0370,Corrosion,21,50,Beam,mudline,120,False,0
C_0371,Corrosion,21,55,Beam,mudline,120,False,0
C_0372,Corrosion,21,60,Beam,mudline,120,False,0
C_0373,Corrosion,21,65,Beam,mudline,120,False,0
C_0374,Corrosion,21,70,Beam,mudline,120,False,0
C_0375,Corrosion,21,75,Beam,mudline,120,False,0
C_0376,Corrosion,21,80,Beam,mudline,120,False,0
C_0377,Corrosion,21,85,Beam,mudline,120,False,0
C_0378,Corrosion,21,90,Beam,mudline,120,False,0
C_0379,Corrosion,22,5,Beam,mudline,120,False,0
C_0380,Corrosion,22,10,Beam,mudline,120,False,0
C_0381,Corrosion,22,15,Beam,mudline,120,False,0
C_0382,Corrosion,22,20,Beam,mudline,120,False,0
C_0383,Corrosion,22,25,Beam,mudline,120,False,0
C_0384,Corrosion,22,30,Beam,mudline,120,False,0
C_0385,Corrosion,22,35,Beam,mudline,120,False,0
C_0386,Corrosion,22,40,Beam,mudline,120,False,0
C_0387,Corrosion,22,45,Beam,mudline,120,False,0
C_0388,Corrosion,22,50,Beam,mudline,120,False,0
C_0389,Corrosion,22,55,Beam,mudline,120,False,0
C_0390,Corrosion,22,60,Beam,mudline,120,False,0
C_0391,Corrosion,22,65,Beam,mudline,120,False,0
C_0392,Corrosion,22,70,Beam,mudline,120,False,0
C_0393,Corrosion,22,75,Beam,mudline,120,False,0
C_0394,Corrosion,22,80,Beam,mudline,120,False,0
C_0395,Corrosion,22,85,Beam,mudline,120,False,0
C_0396,Corrosion,22,90,Beam,mudline,120,False,0
C_0397,Corrosion,23,5,Beam,mudline,120,False,0
C_0398,Corrosion,23,10,Beam,mudline,120,False,0
C_0399,Corrosion,23,15,Beam,mudline,120,False,0
C_0400,Corrosion,23,20,Beam,mudline,120,False,0
C_0401,Corrosion,23,25,Beam,mudline,120,False,0
C_0402,Corrosion,23,30,Beam,mudline,120,False,0
C_0403,Corrosion,23,35,Beam,mudline,120,False,0
C_0404,Corrosion,23,40,Beam,mudline,120,False,0
C_0405,Corrosion,23,45,Beam,mudline,120,False,0
C_0406,Corrosion,23,50,Beam,mudline,120,False,0
C_0407,Corrosion,23,55,Beam,mudline,120,False,0
